th diagnosis; used for furthering diagnosis; 'a diagnostic clinic'; 'a diagnostic reading test'; 'diagnostic information',
94966,02740762,a,9,of or relating to the stomach and intestines; 'a gastrointestinal disorder',
94967,02740900,a,9,of or relating to gastronomy; 'gastronomic adventures',
94968,02741046,a,9,of or relating to the body or flesh; 'carnal remains',
94969,02741152,a,9,relating to different sense modalities,
94970,02741248,a,9,relating to or based on function especially as opposed to structure; 'the problem now is not a constitutional one; it is a functional one'; 'delegates elected on a functional rather than a geographical basis',
94971,02741513,a,9,characteristic of or affected by neurosis; 'neurotic disorder'; 'neurotic symptoms',
94972,02741651,a,9,of or relating to epidemiology; 'epidemiological studies',
94973,02741804,a,9,relating to or involving comparisons based on qualities,
94974,02741917,a,9,relating to the measurement of quantity; 'quantitative studies',
94975,02742039,a,9,of or relating to or characteristic of Assam or its people or culture,
94976,02742163,a,9,of or relating to or characteristic of Austronesia or its people or culture,
94977,02742297,a,9,of or relating to or characteristic of Algerian or its inhabitants; 'Algerian towns',
94978,02742436,a,9,of or relating to or characteristic of Andorra or its people; 'the Andorran hills',
94979,02742573,a,9,of or relating to or characteristic of Monaco or its people,
94980,02742717,a,9,of or relating to or characteristic of the Scottish district of Galloway or its people,
94981,02742859,a,9,of or relating to or characteristic of Calcutta or its inhabitants,
94982,02742981,a,9,of or relating to biological processes occurring at 24-hour intervals; 'circadian rhythms',
94983,02743127,a,9,of or in or relating to the nose; 'nasal passages',
94984,02743256,a,9,near the nose,
94985,02743356,a,9,of or relating to near the ear,
94986,02743437,a,9,in or relating to the retina of the eye; 'retinal cells',
94987,02743547,a,9,of or relating to an orbit; 'orbital revolution'; 'orbital velocity',
94988,02743669,a,9,having or involving a trajectory of less than one orbit; 'the first manned suborbital flight',
94989,02743819,a,9,of or relating to the theory of reductionism; 'reductionist arguments',
94990,02743948,a,9,relating to or involved in maturation; 'maturational process',
94991,02744068,a,9,formed with the infinitive; 'an infinitive phrase',
94992,02744175,a,9,(physics) of or relating to dynamics,
94993,02744265,a,9,(physics) of or relating to hydrodynamics,
