id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
56,α01425,ἀβελτέρειος,a,aps---mn1-,ἀβελτέρειος ἀβελτέρεια ἀβελτέρειον,,,,,0
82,α01451,ἀβλέπτημα,n,----------,,,,,,0
83,α01452,ἄβλεπτος,a,aps---cn2-,ἄβλεπτος ἄβλεπτος ἄβλεπτον,,,,,0
104,α01473,ἀβόρβορος,a,aps---cn2-,ἀβόρβορος ἀβόρβορος ἀβόρβορον,,,,,0
129,α01497,ἁβροβόστρυχος,a,aps---cn2-,ἁβροβόστρυχος ἁβροβόστρυχος ἁβροβόστρυχον,,,,,0
133,α01501,ἁβροδίαιτος,a,aps---cn2-,ἁβροδίαιτος ἁβροδίαιτος ἁβροδίαιτον,,,,,0
153,α01521,ἁβρότιμος,a,aps---cn2-,ἁβρότιμος ἁβρότιμος ἁβρότιμον,,,,,0
181,α01547,ἀβυρτακοποιός,a,aps---cn2-,ἀβυρτακοποιός ἀβυρτακοποιός ἀβυρτακοποιόν,,,,,0
182,α01548,ἀβυρτακώδης,a,aps---cn3s,ἀβυρτακώδης ἀβυρτακώδης ἀβυρτακώ͂δες,,,,,0
195,α01562,ἀγαθείκελος,a,aps---cn2-,ἀγαθείκελος ἀγαθείκελος ἀγαθείκελον,,,,,0
231,α01598,ἀγαθωσύνη,n,n-s---fn1e,ἀγαθωσύνης,,,/a.ɡa.tʰɔː.sý.nɛː/,,0
234,α01660,ἀγαῖος,a,aps---mn1-,ἀγαῖος ἀγαῖα ἀγαῖον,,,,,0
236,α01601,ἀγακλειτός,a,aps---mn1-,ἀγακλειτός ἀγακλειτή ἀγακλειτόν,,,,,0
254,α01619,ἀγαλματοποιητικός,a,aps---mn1-,ἀγαλματοποιητικός ἀγαλματοποιητική ἀγαλματοποιητικόν,,,,,0
284,α01648,ἀγανακτικός,a,aps---mn1-,ἀγανακτικός ἀγανακτική ἀγανακτικόν,,,,,0
301,α01667,ἀγάπησις,n,n-s---fn3v,ἀγαπησέως,,,,,0
310,α01676,ἀγάρροος,a,aps---cn2-,ἀγάρροος ἀγάρροος ἀγάρροον,,ἀγάρρους ἀγάρρους ἀγάρρουν,,,0
336,α01714,ἀγγεῖον,n,n-s---nn2-,ἀγγείου,,,/aŋ.ɡêː.on/,,0
338,α01703,ἀγγειώδης,a,aps---cn3s,ἀγγειώδης ἀγγειώδης ἀγγειώ͂δες,,,,,0
362,α01730,ἀγείσωτος,a,aps---cn2-,ἀγείσωτος ἀγείσωτος ἀγείσωτον,,,,,0
386,α01754,ἀγεληκόμος,a,aps---cn2-,ἀγεληκόμος ἀγεληκόμος ἀγεληκόμον,,,,,0
387,α01755,ἀγελήτης,n,n-s---mn1e,ἀγελήτου,,,,,0
388,α01756,ἀγελητρόφος,n,n-s---mn2-,ἀγελητρόφου,,,,,0
396,α01764,ἀγενεαλόγητος,a,aps---cn2-,ἀγενεαλόγητος ἀγενεαλόγητος ἀγενεαλόγητον,,,/a.ɡe.ne.aː.ló.ɡɛː.tos/,,0
426,α01793,ἀγεωμέτρητος,a,aps---cn2-,ἀγεωμέτρητος ἀγεωμέτρητος ἀγεωμέτρητον,,,/a.ɡe.ɔː.mé.trɛː.tos/,,0
441,α01808,ἀγήνωρ,a,aps---mn5r,,,,,,0
443,α01810,ἀγήραντος,a,aps---cn2-,ἀγήραντος ἀγήραντος ἀγήραντον,,,,,0
462,α01827,ἀγίγαρτος,a,aps---cn2-,ἀγίγαρτος ἀγίγαρτος ἀγίγαρτον,,,,,0
483,α01848,ἀγκαλιδαγωγός,a,aps---cn2-,ἀγκαλιδαγωγός ἀγκαλιδαγωγός ἀγκαλιδαγωγόν,,,,,0
495,α01860,ἀγκιστρεύω,v,----------,,,,,,0
498,α01863,ἀγκιστροειδής,a,aps---cn5s,ἀγκιστροειδής ἀγκιστροειδής ἀγκιστροειδές,,,,,0
530,α01895,ἀγκυλόκυκλος,a,aps---cn2-,ἀγκυλόκυκλος ἀγκυλόκυκλος ἀγκυλόκυκλον,,,,,0
544,α01909,ἄγκυρα,n,n-s---fn1s,ἄγκυρας,,,/áŋ.kyː.ra/,,0
550,α01915,ἀγκυροβολέω,v,----------,,,,,,0
565,α01930,ἀγκωνοειδής,a,aps---cn5s,ἀγκωνοειδής ἀγκωνοειδής ἀγκωνοειδές,,,,,0
592,α01957,ἀγλαοτρίαινα,n,----------,,,,,,0
594,α01959,ἀγλαοφεγγής,a,aps---cn5s,ἀγλαοφεγγής ἀγλαοφεγγής ἀγλαοφεγγές,,,,,0
622,α01987,ἁγνευτικός,a,aps---mn1-,ἁγνευτικός ἁγνευτική ἁγνευτικόν,,,,,0
643,α02008,ἀγνοητός,a,aps---mn1-,ἀγνοητός ἀγνοητή ἀγνοητόν,,,,,0
675,α02040,ἀγόγγυστος,a,aps---cn2-,ἀγόγγυστος ἀγόγγυστος ἀγόγγυστον,,,,,0
695,α02060,ἀγόρασις,n,n-s---fn3v,ἀγορασέως,,,,,0
698,α02063,ἀγοραστής,n,n-s---mn1e,ἀγοραστού,,,,,0
713,α02076,ἀγορητύς,n,n-s---fn3v,ἀγορητύος,,,,,0
726,α02090,ἀγράμματος,a,aps---cn2-,ἀγράμματος ἀγράμματος ἀγράμματον,,,/a.ɡrám.ma.tos/,,0
751,α02115,ἀγρευτήρ,n,n-s---mn3r,ἀγρευτῆρος,,,,,0
753,α02117,ἀγρευτικός,a,aps---mn1-,ἀγρευτικός ἀγρευτική ἀγρευτικόν,,,,,0
770,α02135,ἀγριέλαιος,a,aps---cn2-,ἀγριέλαιος ἀγριέλαιος ἀγριέλαιον,,,/a.ɡri.é.lai̯.os/,,0
803,α02168,ἀγριοποιός,a,aps---cn2-,ἀγριοποιός ἀγριοποιός ἀγριοποιόν,,,,,0
842,α02205,ἀγροικόσοφος,a,aps---cn2-,ἀγροικόσοφος ἀγροικόσοφος ἀγροικόσοφον,,,,,0
853,α02216,ἀγρονόμος,a,aps---cn2-,ἀγρονόμος ἀγρονόμος ἀγρονόμον,,,,,0
866,α02229,ἀγρυπνητικός,a,aps---mn1-,ἀγρυπνητικός ἀγρυπνητική ἀγρυπνητικόν,,,,,0
901,α02262,ἀγυρτικός,a,aps---mn1-,ἀγυρτικός ἀγυρτική ἀγυρτικόν,,,,,0
907,α02268,ἄγχαυρος,a,aps---cn2-,ἄγχαυρος ἄγχαυρος ἄγχαυρον,,,,,0
912,α02273,ἀγχίαλος,a,aps---cn2-,ἀγχίαλος ἀγχίαλος ἀγχίαλον,,aps---mn1-=ἀγχίαλος aps---fn1-=ἀγχίαλα aps---nn1-=ἀγχίαλον,,,0
945,α02306,ἀγχίσπορος,a,aps---cn2-,ἀγχίσπορος ἀγχίσπορος ἀγχίσπορον,,,,,0
953,α02314,ἀγχιστίνδην,r,----------,,,,,,0
962,α02323,ἀγχίφυτος,a,aps---cn2-,ἀγχίφυτος ἀγχίφυτος ἀγχίφυτον,,,,,0
985,α02348,ἀγωγαῖος,a,aps---cn2-,ἀγωγαῖος ἀγωγαῖος ἀγωγαῖον,,,,,0
1006,α02369,ἀγωνιστέον,a,----------,,,,,,0
1007,α02370,ἀγωνιστήριος,a,aps---mn1-,ἀγωνιστήριος ἀγωνιστήρια ἀγωνιστήριον,,aps---cn2-=ἀγωνιστήριος aps---cn2-=ἀγωνιστήριος aps---nn2-=ἀγωνιστήριον,,,0
1042,α02402,ἀδαμαντοπέδιλος,a,aps---cn2-,ἀδαμαντοπέδιλος ἀδαμαντοπέδιλος ἀδαμαντοπέδιλον,,,,,0
1053,α02415,ἀδάπανος,a,aps---cn2-,ἀδάπανος ἀδάπανος ἀδάπανον,,,/a.dá.pa.nos/,,0
1069,α02432,ἀδειγμάτιστος,a,aps---cn2-,ἀδειγμάτιστος ἀδειγμάτιστος ἀδειγμάτιστον,,,,,0
1098,α02460,ἀδελφοδότης,n,n-s---mn1e,ἀδελφοδότου,,,,,0
1105,α02467,ἀδελφοποιός,a,aps---cn2-,ἀδελφοποιός ἀδελφοποιός ἀδελφοποιόν,,,,,0
1111,α02475,ἀδενοειδής,a,aps---cn5s,ἀδενοειδής ἀδενοειδής ἀδενοειδές,,,,,0
1136,α02500,ἀδηλόφλεβος,a,aps---cn2-,ἀδηλόφλεβος ἀδηλόφλεβος ἀδηλόφλεβον,,,,,0
1154,α02518,ἀδηφάγος,a,aps---cn2-,ἀδηφάγος ἀδηφάγος ἀδηφάγον,,,/a.dɛː.pʰá.ɡos/,,0
1163,α02527,ἀδιάγνωστος,a,aps---cn2-,ἀδιάγνωστος ἀδιάγνωστος ἀδιάγνωστον,,,,,0
1189,α02553,ἀδιαμέριστος,a,aps---cn2-,ἀδιαμέριστος ἀδιαμέριστος ἀδιαμέριστον,,,,,0
1195,α02559,ἀδιάξεστος,a,aps---cn2-,ἀδιάξεστος ἀδιάξεστος ἀδιάξεστον,,,,,0
1204,α02568,ἀδιαπόρευτος,a,aps---cn2-,ἀδιαπόρευτος ἀδιαπόρευτος ἀδιαπόρευτον,,,,,0
1235,α02599,ἀδιατύπωτος,a,aps---cn2-,ἀδιατύπωτος ἀδιατύπωτος ἀδιατύπωτον,,,,,0
1240,α02604,ἀδιαφορητικός,a,aps---mn1-,ἀδιαφορητικός ἀδιαφορητική ἀδιαφορητικόν,,,,,0
1266,α02630,ἀδικαίαρχος,a,aps---cn2-,ἀδικαίαρχος ἀδικαίαρχος ἀδικαίαρχον,,,,,0
1279,α02643,ἀδικοδοξέω,v,----------,,,,,,0
1327,α02689,ἀδόκιμος,a,aps---cn2-,ἀδόκιμος ἀδόκιμος ἀδόκιμον,,,,,0
1339,α02701,ἀδόξαστος,a,aps---cn2-,ἀδόξαστος ἀδόξαστος ἀδόξαστον,,,,,0
1366,α02729,ἄδραστος,a,aps---cn2-,ἄδραστος ἄδραστος ἄδραστον,,,,,0
1378,α02738,ἁδρογραφία,n,n-s---fn1l,ἁδρογραφίας,,,,,0
1379,α02739,ἁδροκέφαλος,a,aps---cn2-,ἁδροκέφαλος ἁδροκέφαλος ἁδροκέφαλον,,,,,0
1403,α02762,ἀδύναμος,a,aps---cn2-,ἀδύναμος ἀδύναμος ἀδύναμον,,,,,0
1427,α02774,ἀδώρητος,a,aps---cn2-,ἀδώρητος ἀδώρητος ἀδώρητον,,,,,0
1432,α02779,ἀδωρόληπτος,a,aps---cn2-,ἀδωρόληπτος ἀδωρόληπτος ἀδωρόληπτον,,,,,0
1447,α02795,ἀεθλοφόρος,a,aps---cn2-,ἀεθλοφόρος ἀεθλοφόρος ἀεθλοφόρον,,,,,0
1474,α02823,ἀείζωος,a,aps---cn2-,ἀείζωος ἀείζωος ἀείζωον,,aps---cn3-=ἀειζως aps---nn3-=ἀείζων,,,0
1481,α02829,ἀείθουρος,a,aps---cn2-,ἀείθουρος ἀείθουρος ἀείθουρον,,,,,0
1482,α02830,ἀειθρύλητος,a,aps---cn2-,ἀειθρύλητος ἀειθρύλητος ἀειθρύλητον,,,,,0
1502,α02850,ἀειμνημόνευτος,a,aps---cn2-,ἀειμνημόνευτος ἀειμνημόνευτος ἀειμνημόνευτον,,,,,0
1529,α02876,ἀείφρουρος,a,aps---cn2-,ἀείφρουρος ἀείφρουρος ἀείφρουρον,,,,,0
1540,α02888,ἀεκούσιος,a,aps---cn2-,ἀεκούσιος ἀεκούσιος ἀεκούσιον,,aps---mn1-=ἀεκούσιος aps---fn1=ἀεκούσια aps---nn1-=ἀεκούσιον,,,0
1580,,Ἀερία,n,n-s---fn1l,Ἀερας,,,,,0
1591,α02941,ἀεροβατικός,a,aps---mn1-,ἀεροβατικός ἀεροβατική ἀεροβατικόν,,,,,0
1611,α02961,ἀερονομικός,a,aps---mn1-,ἀερονομικός ἀερονομική ἀερονομικόν,,,,,0
1630,α02980,ἀερσίλοφος,a,aps---cn2-,ἀερσίλοφος ἀερσίλοφος ἀερσίλοφον,,,,,0
1632,α02982,ἀερσίνοος,a,aps---cn2-,ἀερσίνοος ἀερσίνοος ἀερσίνοον,,ἀερσίνους ἀερσίνους ἀερσίνουν,,,0
1666,α03015,ἀζαλέος,a,aps---mn1-,ἀζαλέος ἀζαλέα ἀζαλέον,,aps---cn2-=ἀζαλέος aps---cn2-=ἀζαλέος aps---nn2-=ἀζαλέον,/az.da.lé.os/,,0
1682,α03028,ἀζητητος,a,aps---cn2-,ἀζητητος ἀζητητος ἀζητητον,,,,,0
1690,α03036,ἄζυμος,a,aps---cn2-,ἄζυμος ἄζυμος ἄζυμον,,,,,0
1709,α03055,ἀηδόνιος,a,aps---cn2-,ἀηδόνιος ἀηδόνιος ἀηδόνιον,,,,,0
1732,α03077,ἄητος,a,aps---cn2-,ἄητος ἄητος ἄητον,,,,,0
1738,α03085,ἀθαλάσσωτος,a,aps---cn2-,ἀθαλάσσωτος ἀθαλάσσωτος ἀθαλάσσωτον,,,,,0
1749,α03095,ἀθάνατος,a,aps---cn2-,ἀθάνατος ἀθάνατος ἀθάνατον,,aps---mn1-=ἀθάνατος aps---fn1-=ἀθάνατα aps---nn1-=ἀθάνατον,/aː.tʰá.na.tos/,,0
1784,α03130,ἀθεμιτοποιός,a,aps---cn2-,ἀθεμιτοποιός ἀθεμιτοποιός ἀθεμιτοποιόν,,,,,0
1787,α03133,ἀθεμιτοφάγος,a,aps---cn2-,ἀθεμιτοφάγος ἀθεμιτοφάγος ἀθεμιτοφάγον,,,,,0
1793,α03140,ἀθεράπευτος,a,aps---cn2-,ἀθεράπευτος ἀθεράπευτος ἀθεράπευτον,,,,,0
1827,α03176,ἀθήλυντος,a,aps---cn2-,ἀθήλυντος ἀθήλυντος ἀθήλυντον,,,,,0
1840,α03179,ἀθήρα,n,n-s---fn1l,ἀθήρας,,,,,0
1841,α03180,ἀθήρατος,a,aps---cn2-,ἀθήρατος ἀθήρατος ἀθήρατον,,,,,0
1863,α03202,ἀθλητικός,a,aps---mn1-,ἀθλητικός ἀθλητική ἀθλητικόν,,,/aː.tʰlɛː.ti.kós/,,0
1888,α03229,ἀθράνευτος,a,aps---cn2-,ἀθράνευτος ἀθράνευτος ἀθράνευτον,,,,,0
1889,α03230,ἀθράσυντος,a,aps---cn2-,ἀθράσυντος ἀθράσυντος ἀθράσυντον,,,,,0
1897,α03238,ἀθρίγγωτος,a,aps---cn2-,ἀθρίγγωτος ἀθρίγγωτος ἀθρίγγωτον,,,,,0
1945,α00016,αἴαγμα,n,----------,,,,,,0
1957,α00030,αἴγαγρος,n,n-s---cn2-,αἰγάγρου,,,/aí̯.ɡa.ɡros/,,0
1969,α00042,αἰγειροφόρος,a,aps---cn2-,αἰγειροφόρος αἰγειροφόρος αἰγειροφόρον,,,,,0
1995,α00073,αἰγικός,a,aps---mn1-,αἰγικός αἰγική αἰγικόν,,,,,0
1999,α00077,αἰγιλωπικός,a,aps---mn1-,αἰγιλωπικός αἰγιλωπική αἰγιλωπικόν,,,,,0
2021,α00095,αἰγλήεις,a,aps---mn4i,αἰγλήεις αἰγλήεσσα αἰγλήεν,,,,,0
2042,α00118,αἰγόπλαστος,a,aps---cn2-,αἰγόπλαστος αἰγόπλαστος αἰγόπλαστον,,,,,0
2048,α00126,αἰγοφάγος,a,aps---cn2-,αἰγοφάγος αἰγοφάγος αἰγοφάγον,,,,,0
2054,,Αἰγυπτιακός,a,aps---mn1-,Αἰγυπτιακός Αἰγυπτιακή Αἰγυπτιακόν,,,,,0
2081,α00147,αἰδήσιμος,a,aps---cn2-,αἰδήσιμος αἰδήσιμος αἰδήσιμον,,,,,0
2099,α03287,ἀϊδροδίκης,n,----------,,,,,,0
2100,α03288,ἀί̈δρυτος,a,aps---cn2-,ἀί̈δρυτος ἀί̈δρυτος ἀί̈δρυτον,,,,,0
2123,α00197,αἰθαλέος,a,aps---mn1-,αἰθαλέος αἰθαλέα αἰθαλέον,,,,,0
2150,α00233,αἰθερώδης,a,aps---cn3s,αἰθερώδης αἰθερώδης αἰθερώ͂δες,,,,,0
2155,α00245,αἴθινος,a,aps---mn1-,αἴθινος αἰθίνη αἴθινον,,,,,0
2173,α00268,αἰθρινός,a,aps---mn1-,αἰθρινός αἰθρινή αἰθρινόν,,,,,0
2202,α00302,αἴκισμα,n,n-s---nn3t,αἰκίσματος,,,,,0
2205,α00305,αἰκίστρια,n,n-s---fn1s,αἰκίστριας,,,,,0
2214,α00379,αἰλουροβοσκός,n,----------,,,,,,0
2223,α00398,αἱμακτικός,a,aps---mn1-,αἱμακτικός αἱμακτική αἱμακτικόν,,,,,0
2248,α00423,αἱματοδεκτικός,a,aps---mn1-,αἱματοδεκτικός αἱματοδεκτική αἱματοδεκτικόν,,,,,0
2255,α00430,αἱματοποσία,n,n-s---fn1l,αἱματοποσίας,,,,,0
2258,α00433,αἱματορρόφος,a,aps---cn2-,αἱματορρόφος αἱματορρόφος αἱματορρόφον,,,,,0
2283,α00458,αἱμοειδής,a,aps---cn5s,αἱμοειδής αἱμοειδής αἱμοειδές,,,,,0
2301,α00476,αἱμόρροος,a,aps---cn2-,αἱμόρροος αἱμόρροος αἱμόρροον,,αἱμόρρους αἱμόρρους αἱμόρρουν,,,0
2309,α00484,αἱμοσταγής,a,aps---cn5s,αἱμοσταγής αἱμοσταγής αἱμοσταγές,,,,,0
2337,α00513,αἰνετήριος,a,aps---mn1-,αἰνετήριος αἰνετήρια αἰνετήριον,,,,,0
2349,α00527,αἰνιγματοποιός,a,aps---cn2-,αἰνιγματοποιός αἰνιγματοποιός αἰνιγματοποιόν,,,,,0
2359,α00537,αἰνοβάκχευτος,a,aps---cn2-,αἰνοβάκχευτος αἰνοβάκχευτος αἰνοβάκχευτον,,,,,0
2384,α00562,αἰνοπέλωρος,a,aps---cn2-,αἰνοπέλωρος αἰνοπέλωρος αἰνοπέλωρον,,,,,0
2402,α03297,ἄϊξ,n,----------,,,,,,0
2406,,Αἰολεύς,n,n-s---mn3v,Αἰολέως,,,/ai̯.o.leú̯s/,,0
2418,α00624,αἰολόδειρος,a,aps---cn2-,αἰολόδειρος αἰολόδειρος αἰολόδειρον,,,,,0
2453,α00664,αἰπύδμητος,a,aps---cn2-,αἰπύδμητος αἰπύδμητος αἰπύδμητον,,,,,0
2458,α00669,αἰπύνωτος,a,aps---cn2-,αἰπύνωτος αἰπύνωτος αἰπύνωτον,,,,,0
2487,α00709,αἰσθάνομαι,v,----------,,,,/ai̯s.tʰá.no.mai̯/,,0
2499,α00721,αἴσιμος,a,aps---cn2-,αἴσιμος αἴσιμος αἴσιμον,,aps---mn1-=αἴσιμος aps---fn1-=αἴσιμα aps---nn1-=αἴσιμον,,,0
2504,α00725,αἴσιος,a,aps---cn2-,αἴσιος αἴσιος αἴσιον,,aps---mn1-=αἴσιος aps---fn1=αἴσια aps---nn1-=αἴσιον,,,0
32384,ε06325,ἐμπειρία,n,n-s---fn1l,ἐμπειρίας,,,/em.peː.rí.aː/,,0
2554,α00779,αἰσχροσεμνία,n,n-s---fn1l,αἰσχροσεμνίας,,,,,0
2566,α00790,αἰσχυντηλός,a,aps---mn1-,αἰσχυντηλός αἰσχυντηλή αἰσχυντηλόν,,,,,0
2592,α00863,αἰτιατικός,a,aps---mn1-,αἰτιατικός αἰτιατική αἰτιατικόν,,,/ai̯.ti.aː.ti.kós/,,0
2604,,Αἰτναῖος,a,aps---mn1-,Αἰτναῖος Αἰτναῖα Αἰτναῖον,,aps---cn2-=Αἰτναῖος aps---cn2-=Αἰτναῖος aps---nn2-=Αἰτναῖον,,,0
2616,α01344,αἰχμαλωτικός,a,aps---mn1-,αἰχμαλωτικός αἰχμαλωτική αἰχμαλωτικόν,,,,,0
2647,α01390,αἰωρητός,a,aps---cn2-,αἰωρητός αἰωρητός αἰωρητόν,,,,,0
2655,α03322,ἀκάθεκτος,a,aps---cn2-,ἀκάθεκτος ἀκάθεκτος ἀκάθεκτον,,,,,0
2657,α03324,ἀκαθοσίωτος,a,aps---cn2-,ἀκαθοσίωτος ἀκαθοσίωτος ἀκαθοσίωτον,,,,,0
2690,α03357,ἀκαλάρροος,a,aps---cn2-,ἀκαλάρροος ἀκαλάρροος ἀκαλάρροον,,,,,0
2702,α03369,ἀκαμαντοχάρμας,n,n-s---mn1a,ἀκαμαντοχάρμου,,,,,0
2704,α03371,ἀκάματος,a,aps---cn2-,ἀκάματος ἀκάματος ἀκάματον,,aps---mn1-=ἀκάματος aps---fn1-=ἀκάματα aps---nn1-=ἀκάματον,,,0
2735,α03402,ἀκανθοστεφής,a,aps---cn5s,ἀκανθοστεφής ἀκανθοστεφής ἀκανθοστεφές,,,,,0
2751,α03418,ἀκάπηλος,a,aps---cn2-,ἀκάπηλος ἀκάπηλος ἀκάπηλον,,,,,0
2760,α03427,ἀκαριαῖος,a,aps---mn1-,ἀκαριαῖος ἀκαριαῖα ἀκαριαῖον,,,,,0
2782,α03449,ἀκαταδίκαστος,a,aps---cn2-,ἀκαταδίκαστος ἀκαταδίκαστος ἀκαταδίκαστον,,,,,0
2795,α03462,ἀκατάληπτος,a,aps---cn2-,ἀκατάληπτος ἀκατάληπτος ἀκατάληπτον,,,/a.ka.tá.lɛːp.tos/,,0
2806,α03472,ἀκαταμέτρητος,a,aps---cn2-,ἀκαταμέτρητος ἀκαταμέτρητος ἀκαταμέτρητον,,,,,0
2833,α03499,ἀκαταστέριστος,a,aps---cn2-,ἀκαταστέριστος ἀκαταστέριστος ἀκαταστέριστον,,,,,0
2840,α03506,ἀκατάτακτος,a,aps---cn2-,ἀκατάτακτος ἀκατάτακτος ἀκατάτακτον,,,,,0
2868,α03534,ἀκαυτηρίαστος,a,aps---cn2-,ἀκαυτηρίαστος ἀκαυτηρίαστος ἀκαυτηρίαστον,,,,,0
2878,α03544,ἀκέλευθος,a,aps---cn2-,ἀκέλευθος ἀκέλευθος ἀκέλευθον,,,,,0
2881,α03547,ἀκενόδοξος,a,aps---cn2-,ἀκενόδοξος ἀκενόδοξος ἀκενόδοξον,,,,,0
2910,α03576,ἀκέσιμος,a,aps---cn2-,ἀκέσιμος ἀκέσιμος ἀκέσιμον,,,,,0
2926,α03592,ἀκεστός,a,aps---mn1-,ἀκεστός ἀκεστή ἀκεστόν,,,,,0
2933,α03599,ἀκεσφόρος,a,aps---cn2-,ἀκεσφόρος ἀκεσφόρος ἀκεσφόρον,,,,,0
2956,α03622,ἀκηράσιος,a,aps---cn2-,ἀκηράσιος ἀκηράσιος ἀκηράσιον,,,,,0
2978,α03644,ἀκίνδυνος,a,aps---cn2-,ἀκίνδυνος ἀκίνδυνος ἀκίνδυνον,,,,,0
2980,α03646,ἀκινδυνώδης,a,aps---cn3s,ἀκινδυνώδης ἀκινδυνώδης ἀκινδυνώ͂δες,,,,,0
2987,α03653,ἀκίνητος,a,aps---cn2-,ἀκίνητος ἀκίνητος ἀκίνητον,,aps---mn1-=ἀκίνητος aps---fn1-=ἀκίνητα aps---nn1-=ἀκίνητον,,,0
3026,α03691,ἀκλόνητος,a,aps---cn2-,ἀκλόνητος ἀκλόνητος ἀκλόνητον,,,,,0
3031,α03697,ἄκλυστος,a,aps---cn2-,ἄκλυστος ἄκλυστος ἄκλυστον,,,,,0
3034,α03700,ἄκλωστος,a,aps---cn2-,ἄκλωστος ἄκλωστος ἄκλωστον,,,,,0
3056,α03722,ἄκνισος,a,aps---cn2-,ἄκνισος ἄκνισος ἄκνισον,,,,,0
3073,α03740,ἀκολάκευτος,a,aps---cn2-,ἀκολάκευτος ἀκολάκευτος ἀκολάκευτον,,,,,0
3082,α03749,ἀκόλλητος,a,aps---cn2-,ἀκόλλητος ἀκόλλητος ἀκόλλητον,,,,,0
3090,α03757,ἀκολουθητικός,a,aps---mn1-,ἀκολουθητικός ἀκολουθητική ἀκολουθητικόν,,,,,0
3133,α03800,ἀκοντοβόλος,a,aps---cn2-,ἀκοντοβόλος ἀκοντοβόλος ἀκοντοβόλον,,,,,0
3155,α03822,ἀκόρυφος,a,aps---cn2-,ἀκόρυφος ἀκόρυφος ἀκόρυφον,,,,,0
3182,α03849,ἀκουσματικός,a,aps---mn1-,ἀκουσματικός ἀκουσματική ἀκουσματικόν,,,,,0
3183,α03850,ἀκουσμάτιον,n,n-s---nn2-,ἀκουσματίου,,,,,0
3194,α03861,ἀκράδαντος,a,aps---cn2-,ἀκράδαντος ἀκράδαντος ἀκράδαντον,,,,,0
3226,α03893,ἀκρατόστομος,a,aps---cn2-,ἀκρατόστομος ἀκρατόστομος ἀκρατόστομον,,,,,0
3234,α03901,ἄκρεα,n,n-s---fn1s,ἄκρεας,,,,,0
3235,α03902,ἀκρελεφάντινος,a,aps---cn2-,ἀκρελεφάντινος ἀκρελεφάντινος ἀκρελεφάντινον,,,,,0
3255,α03922,ἀκριβοδίκαιος,a,aps---cn2-,ἀκριβοδίκαιος ἀκριβοδίκαιος ἀκριβοδίκαιον,,,,,0
3284,α03951,ἀκριτόφυρτος,a,aps---cn2-,ἀκριτόφυρτος ἀκριτόφυρτος ἀκριτόφυρτον,,,,,0
3302,α03969,ἀκροβατικός,a,aps---mn1-,ἀκροβατικός ἀκροβατική ἀκροβατικόν,,,,,0
3317,α03984,ἀκροβολιστικός,a,aps---mn1-,ἀκροβολιστικός ἀκροβολιστική ἀκροβολιστικόν,,,,,0
3331,α03998,ἀκρόζυμος,a,aps---cn2-,ἀκρόζυμος ἀκρόζυμος ἀκρόζυμον,,,,,0
3352,α04019,ἀκρόλιθος,a,aps---cn2-,ἀκρόλιθος ἀκρόλιθος ἀκρόλιθον,,,,,0
3366,α04033,ἀκρομόλυβδος,a,aps---cn2-,ἀκρομόλυβδος ἀκρομόλυβδος ἀκρομόλυβδον,,,,,0
3380,α04047,ἀκροπαγής,a,aps---cn5s,ἀκροπαγής ἀκροπαγής ἀκροπαγές,,,,,0
3394,α04061,ἀκροπόρφυρος,a,aps---cn2-,ἀκροπόρφυρος ἀκροπόρφυρος ἀκροπόρφυρον,,,,,0
3427,α04094,ἀκρότομος,a,aps---cn2-,ἀκρότομος ἀκρότομος ἀκρότομον,,,,,0
3435,α04102,ἀκροφανής,a,aps---cn5s,ἀκροφανής ἀκροφανής ἀκροφανές,,,,,0
3456,α04123,ἀκρύσταλλος,a,aps---cn2-,ἀκρύσταλλος ἀκρύσταλλος ἀκρύσταλλον,,,,,0
3478,α04146,ἀκτέανος,a,aps---cn2-,ἀκτέανος ἀκτέανος ἀκτέανον,,,,,0
3490,α04157,ἀκτήμων,a,aps---cn3n,ἀκτήμων ἀκτήμων ἀκτήμον,,,,,0
3516,α04183,ἀκυβέρνητος,a,aps---cn2-,ἀκυβέρνητος ἀκυβέρνητος ἀκυβέρνητον,,,,,0
3529,α04196,ἀκύμων,n,----------,,,,,,0
3530,α04197,ἀκύμων,a,aps---cn3n,ἀκύμων ἀκύμων ἀκύμον,,,,,0
3546,α04213,ἀκωδώνιστος,a,aps---cn2-,ἀκωδώνιστος ἀκωδώνιστος ἀκωδώνιστον,,,,,0
3568,α04236,ἀλαβαστροφόρος,a,aps---cn2-,ἀλαβαστροφόρος ἀλαβαστροφόρος ἀλαβαστροφόρον,,,,,0
3581,α04249,ἀλαζοσύνη,n,n-s---fn1e,ἀλαζοσύνης,,,,,0
3582,α04250,ἀλαζών,n,n-s---mn3n,ἀλαζόνος,,,/a.laːz.dɔ̌ːn/,,0
3602,,Ἀλαλκομενεύς,n,n-s---mn3v,Ἀλαλκομενέως,,,,,0
3620,α04287,ἀλάστορος,a,aps---cn2-,ἀλάστορος ἀλάστορος ἀλάστορον,,,,,0
3637,α04304,ἀλγέω,v,----------,,,,,,0
3640,α04307,ἀλγηρός,a,aps---mn1-,ἀλγηρός ἀλγηρά ἀλγηρόν,,,,,0
3661,α04328,ἀλεαντικός,a,aps---mn1-,ἀλεαντικός ἀλεαντική ἀλεαντικόν,,,,,0
