083,@,65467,65348
87084,@,65468,65559
87085,@,65469,65559
87086,@,65470,65348
87087,@,65471,65467
87088,@,65472,65477
87089,@,65473,65479
87090,@,65474,65348
87091,@,65475,65348
87092,@,65476,65475
87093,@,65478,65476
87094,@,65479,65476
87095,@,65480,65478
87096,@,65481,65476
87097,@,65482,65477
87098,@,65483,65478
87099,@,65484,65361
87100,@,65485,65152
87101,@,65486,65361
87102,@,65487,65361
87103,@,65488,65764
87104,@,65489,65361
87105,@,65490,65348
87106,@,65491,65348
87107,@,65492,65348
87108,@,65493,65348
87109,@,65494,65559
87110,@,65495,65348
87111,@,65497,65481
87112,%p,65435,65447
87113,@,65500,65348
87114,@,65501,65348
87115,@,65502,65348
87116,@,65503,65348
87117,@,65504,65348
87118,@,65505,65559
87119,@,65506,65348
87120,@,65507,65348
87121,@,65509,65559
87122,@,65510,65361
87123,@,65511,65764
87124,@,65512,65559
87125,@,65513,65348
87126,@,65514,65348
87127,@,65515,65559
87128,@,65516,65348
87129,@,65517,65348
87130,@,65518,65497
87131,@,65518,65547
87132,@,65519,65764
87133,@,65520,65478
87134,@,65521,65478
87135,@,65522,65478
87136,@,65523,65478
87137,@,65524,65478
87138,@,65525,65478
87139,@,65527,65478
87140,@,65528,65478
87141,@,65529,65478
87142,@,65530,65478
87143,@,65531,65480
87144,@,65532,65480
87145,@,65533,65478
87146,@,65534,65478
87147,@,65535,65478
87148,@,65536,65480
87149,@,65537,65478
87150,@,65538,65478
87151,@,65539,65764
87152,@,65540,65478
87153,@,65541,65480
87154,@,65542,65480
87155,@,65543,65764
87156,@,65544,65478
87157,@,65546,65478
87158,@,65547,65481
87159,@,65548,65559
87160,@,65548,65480
87161,@,65548,65361
87162,@,65549,65475
87163,@,65550,65764
87164,%p,65550,65551
87165,@,65551,65559
87166,@,65552,65479
87167,@,65553,65479
87168,@,65554,65479
87169,@,65555,65479
87170,@,65556,65479
87171,@,65557,65479
87172,@,65558,65479
87173,@,65559,65475
87174,@,65560,65559
87175,@,65562,65559
87176,@,65563,65559
87177,@,65564,65559
87178,@,65565,65559
87179,@,65566,65152
87180,%p,65566,65588
87181,%p,65566,65751
87182,@,65567,65566
87183,@,65568,65886
87184,@,65569,65577
87185,@,65570,65577
87186,@,65571,65577
87187,@,65572,65566
87188,@,65573,65566
87189,%p,65573,65597
87190,@,65574,65577
87191,@,65575,65152
87192,@,65576,65578
87193,%p,65576,65695
87194,%p,65576,65696
87195,%p,65576,65697
87196,@,65577,65152
87197,@,65578,65152
87198,@,65579,65152
87199,@,65580,65152
87200,@,65581,65152
87201,@,65582,65152
87202,@,65583,65152
87203,%p,65583,65577
87204,@,65584,65152
87205,%p,65584,65583
87206,%p,65584,65586
87207,%p,65584,65587
87208,@,65585,65584
87209,@,65586,65152
87210,@,65587,65152
87211,%p,65588,65591
87212,@,65499,65348
87213,@,65589,65152
87214,@,65590,65152
87215,@,65590,22775
87216,@,65591,65590
87217,@,65592,65590
87218,@,65593,65592
87219,@,65594,65592
87220,@,65595,65590
87221,@,65597,65588
87222,@,65598,65588
87223,@,65599,65155
87224,@,65600,65337
87225,@,65600,65599
87226,@,65601,65152
87227,@,65602,65601
87228,@,65603,65566
87229,@,65603,65599
87230,@,65604,65705
87231,@,65604,65599
87232,@,65605,65588
87233,@,65605,65599
87234,@,65606,65588
87235,@,65607,65152
87236,%p,65607,65243
87237,@,65608,65607
87238,@,65609,65608
87239,%p,65609,65468
87240,%p,65609,65469
87241,%p,65609,65474
87242,%p,65609,65483
87243,%p,65609,65531
87244,%p,65609,65537
87245,%p,65609,65540
87246,%p,65609,65550
87247,%p,65609,65610
87248,@,65610,65152
87249,@,65611,65608
87250,%p,65611,65354
87251,%p,65611,65489
87252,%p,65611,65490
87253,%p,65611,65491
87254,%p,65611,65492
87255,%p,65611,65493
87256,%p,65611,65494
87257,@,65612,65152
87258,@,65613,65608
87259,%p,65613,65486
87260,%p,65613,65495
87261,%p,65613,65538
87262,%p,65613,65614
87263,@,65614,65152
87264,@,65615,65608
87265,%p,65615,65499
87266,%p,65615,65500
87267,%p,65615,65501
87268,%p,65615,65616
87269,@,65616,65152
87270,@,65617,65608
87271,%p,65617,65502
87272,%p,65617,65503
87273,%p,65617,65504
87274,%p,65617,65505
87275,%p,65617,65618
87276,@,65618,65152
87277,@,65619,65608
87278,%p,65619,65506
87279,%p,65619,65507
87280,%p,65619,65508
87281,%p,65619,65535
87282,%p,65619,65620
87283,%p,65619,65676
87284,%p,65619,65677
87285,%p,65619,65678
87286,@,65620,65152
87287,@,65621,65608
87288,%p,65621,65509
87289,%p,65621,65562
87290,%p,65621,65563
87291,%p,65621,65622
87292,@,65622,65152
87293,%p,65623,65536
87294,%p,65623,65624
87295,@,65624,65152
87296,@,65625,65608
87297,%p,65625,65487
87298,%p,65625,65512
87299,%p,65625,65513
87300,%p,65625,65514
87301,%p,65625,65626
87302,@,65626,65152
87303,@,65627,65608
87304,%p,65627,65515
87305,%p,65627,65516
87306,%p,65627,65628
87307,@,65628,65152
87308,@,65629,65608
87309,%p,65629,65352
87310,%p,65629,65484
87311,%p,65629,65544
87312,%p,65588,65595
87313,%p,65629,65630
87314,@,65630,65152
87315,@,65631,65608
87316,%p,65631,65467
87317,%p,65631,65548
87318,%p,65631,65550
87319,%p,65631,65632
87320,@,65632,65152
87321,@,65634,65633
87322,%p,65634,65553
87323,@,65635,65633
87324,@,65636,65633
87325,%p,65636,65557
87326,@,65637,65633
87327,%p,65637,65557
87328,@,65638,65633
87329,@,65639,65633
87330,%p,65639,65552
87331,@,65640,65633
87332,@,65641,65633
87333,@,65642,65633
87334,%p,65642,65558
87335,@,65643,65633
87336,@,65644,65633
87337,@,65645,65633
87338,@,65646,65633
87339,@,65648,65647
87340,@,65649,65647
87341,@,65650,65647
87342,@,65651,65647
87343,@,65652,65647
87344,@,65653,65647
87345,@,65654,65647
87346,@,65655,65647
87347,@,65656,65647
87348,@,65657,65647
87349,@,65658,65647
87350,@,65659,65647
87351,@,65660,65607
87352,@,65661,65660
87353,@,65662,65660
87354,@,65663,65660
87355,@,65664,65660
87356,@,65665,65660
87357,@,65667,65660
87358,@,65668,65660
87359,@,65669,65660
87360,@,65670,65660
87361,@,65671,65660
87362,@,65672,65660
87363,@,65673,65348
87364,@,65674,65673
87365,@,65675,65155
87366,@,65676,65675
87367,@,65677,65361
87368,@,65678,65348
87369,@,65679,65348
87370,@,65680,65348
87371,@,65681,65348
87372,@,65682,65348
87373,%p,65682,65683
87374,@,65683,65393
87375,@,65685,65155
87376,@,65686,65685
87377,@,65687,65685
87378,@,65688,65152
87379,@,65689,65688
87380,@,65690,65152
87381,%p,65690,65694
87382,@,65691,65690
87383,@,65692,65691
87384,@,65693,65690
87385,@,65694,65459
87386,@,65695,65693
87387,@,65696,65693
87388,@,65697,65693
87389,@,65698,65154
87390,%p,65698,65699
87391,%p,65698,65700
87392,%p,65698,65701
87393,@,65700,65459
87394,@,65701,65152
87395,@,65702,65897
87396,@,65703,65897
87397,@,65704,65337
87398,@,65705,65337
87399,%p,65705,65706
87400,%p,65705,65707
87401,%p,65705,65741
87402,%p,65705,65742
87403,@,65706,65337
87404,@,65707,65337
87405,@,65708,65210
87406,@,65709,65152
87407,@,65710,65708
87408,@,65711,65708
87409,@,65712,65708
87410,@,65713,65708
87411,@,65715,65713
87412,%p,65629,65565
87413,@,65718,65713
87414,@,65719,65713
87415,@,65720,65713
87416,@,65721,65705
87417,@,65721,65337
87418,@,65722,65152
87419,@,65723,65152
87420,@,65724,65152
87421,@,65726,65152
87422,@,65727,65152
87423,@,65728,65152
87424,@,65729,65152
87425,%p,65729,65730
87426,%p,65729,65731
87427,%p,65729,65732
87428,%p,65729,65733
87429,@,65730,65152
87430,@,65731,65152
87431,@,65732,65152
87432,@,65733,65152
87433,@,65734,65152
87434,@,65735,65152
87435,@,65736,65152
87436,@,65737,65736
87437,@,65738,65736
87438,@,65739,65736
87439,@,65741,65337
87440,%p,65741,65743
87441,@,65742,65337
87442,@,65743,65337
87443,%p,65743,65745
87444,@,65744,65743
87445,@,65745,65337
87446,%p,65745,65750
87447,@,65746,65337
87448,@,65747,65337
87449,%p,65747,65746
87450,@,65748,65337
87451,%p,65748,65747
87452,@,65749,65337
87453,%p,65749,65748
87454,@,65750,65337
87455,%p,65750,65749
87456,@,65751,65152
87457,%p,65752,65485
