n a grateful manner; 'he accepted my offer appreciatively',
97909,00266763,r,9,in an ungrateful manner,
97910,00266918,r,9,with respect to arithmetic; 'this problem is arithmetically easy',
97911,00267044,r,9,with a side or oblique glance; 'did not quite turn all the way back but looked askance at me with her dark eyes',
97912,00267192,r,9,with suspicion or disapproval; 'he looked askance at the offer',
97913,00267291,r,9,away from the correct or expected course; 'something has gone awry in our plans'; 'something went badly amiss in the preparations',
97914,00267462,r,9,turned or twisted to one side; 'rugs lying askew'; 'with his necktie twisted awry',
97915,00267585,r,9,with care and persistence; 'she worked assiduously on the senior thesis',
97916,00267715,r,9,with perseverance,
97917,00267792,r,9,with persistence,
97918,00267867,r,9,in a shrewd manner; 'he invested his fortune astutely',
97919,00268067,r,9,transversely; 'the marble slabs were cut across',
97920,00268174,r,9,to the opposite side; 'the football field was 300 feet across',
97921,00268271,r,9,in such a manner as to be understood and accepted; 'she cannot get her ideas across',
97922,00268397,r,9,with all your strength; 'he pulled the ropes amain',
97923,00268500,r,9,at full speed; with great haste; 'the children ran down the hill amain',
97924,00268605,r,9,at or near or toward the middle,
97925,00268673,r,9,in a murderous frenzy; 'rioters running amuck and throwing sticks and bottles and stones',
97926,00268871,r,9,wildly; without self-control; 'when the restaurant caught fire the patrons ran amuck blocking the exit,
97927,00269014,r,9,with antithesis; in an antithetical manner,
97928,00269117,r,9,at an opportune time; 'your letter arrived apropos',
97929,00269257,r,9,in accordance with the season; 'it was seasonably cold',
97930,00269369,r,9,not in accordance with the season; 'it was unseasonably cold',
97931,00269489,r,9,"by the way; 'apropos, can you lend me some money for the weekend?'",
97932,00269606,r,9,with playful slyness or roguishness,
97933,00269696,r,9,in an arduous manner; 'they worked arduously',
97934,00269797,r,9,in an ingenuous manner; 'she answered the judge's questions artlessly',
97935,00269955,r,9,in a crude and unskilled manner; 'an inexpertly constructed lean-to',
97936,00270138,r,9,at an oblique angle; 'the sun shone aslant into his face',
97937,00270270,r,9,in a blissful manner; 'he was blissfully unaware of the danger',
97938,00270390,r,9,over or across in a slanting direction,
97939,00270463,r,9,into a sleeping state; 'he fell asleep',
97940,00270555,r,9,in the sleep of death,
97943,00271084,r,9,near or toward the bow of a ship or cockpit of a plane; 'the captain went fore (or forward) to check the instruments',
97944,00271262,r,9,stern foremost or backward; 'the steamer went astern at half speed',
97946,00271466,r,9,with the legs stretched far apart,
97947,00271535,r,9,at right angles to the center line of a ship,
97948,00271615,r,9,"on, to, or at the top",
97949,00271669,r,9,in an austere fashion; 'the church was austerely simple',
97950,00271781,r,9,in a greedy manner,
97952,00272119,r,9,in or to a backstage area of a theater; 'costumes were changed backstage',
97953,00272230,r,9,out of view of the public; behind the scenes; 'Working backstage to gain political support for his proposal'; 'many private deals were made backstage at the convention',
