ος,0
44837,η00587,ἡμιμηνιαῖος,a,aps---mn1-,ἡμιμηνιαῖος ἡμιμηνιαῖα ἡμιμηνιαῖον,ἡμιμηνιαῖος,0
44838,η00588,ἡμίμιτρον,n,n-s---nn2-,ἡμιμίτρου,ἡμίμιτρον,0
44839,η00590,ἡμιμναῖον,n,n-s---nn2-,ἡμιμναίου,ἡμιμναῖον,0
44840,η00591,ἡμιμόδιον,n,n-s---nn2-,ἡμιμοδίου,ἡμιμόδιον,0
44842,η00593,ἡμιμοίριον,n,n-s---nn2-,ἡμιμοιρίου,ἡμιμοίριον,0
44843,η00594,ἡμιμόριον,n,n-s---nn2-,ἡμιμορίου,ἡμιμόριον,0
44845,η00589,ἧμιμν,a,----------,,ἧμιμν,0
44846,η00596,ἡμίνα,n,n-s---fn1l,ἡμίνας,ἡμίνα,0
44847,η00597,ἡμίναυλον,n,n-s---nn2-,ἡμιναύλου,ἡμίναυλον,0
44849,η00599,ἡμινεοτελής,a,aps---cn5s,ἡμινεοτελής ἡμινεοτελής ἡμινεοτελές,ἡμινεοτελής,0
44850,η00600,ἡμίνηρος,a,aps---cn2-,ἡμίνηρος ἡμίνηρος ἡμίνηρον,ἡμίνηρος,0
44851,η00601,ἡμίξεστον,n,n-s---nn2-,ἡμιξέστου,ἡμίξεστον,0
44852,η00602,ἡμίξηρος,a,aps---cn2-,ἡμίξηρος ἡμίξηρος ἡμίξηρον,ἡμίξηρος,0
44853,η00603,ἡμιξύρητος,n,----------,,ἡμιξύρητος,0
44854,η00605,ἡμιόγδοον,n,n-s---nn2-,ἡμιογδόου,ἡμιόγδοον,0
44855,η00604,ἡμιοβόλιον,n,n-s---nn2-,ἡμιοβολίου,ἡμιοβόλιον,0
44856,η00606,ἡμιόδελος,n,n-s---mn2-,ἡμιοδέλου,ἡμιόδελος,0
44857,η00607,ἡμιόδιον,n,----------,,ἡμιόδιον,0
44860,η00610,ἡμιολίζω,v,----------,,ἡμιολίζω,0
44861,η00611,ἡμιόλιος,a,aps---mn1-,ἡμιόλιος ἡμιόλια ἡμιόλιον,ἡμιόλιος,0
44862,η00612,ἡμιολίς,n,n-s---fn3d,ἡμιολίδος,ἡμιολίς,0
44863,η00613,ἡμιόλκιον,n,n-s---nn2-,ἡμιολκίου,ἡμιόλκιον,0
44864,η00614,ἡμιονάγριον,n,n-s---nn2-,ἡμιοναγρίου,ἡμιονάγριον,0
44866,η00179,ηγός,n,----------,,ηγός,0
44868,η00617,ἡμιόνιον,n,n-s---nn2-,ἡμιονίου,ἡμιόνιον,0
44869,η00618,ἡμιονίτης,n,n-s---mn1e,ἡμιονίτου,ἡμιονίτης,0
44870,η00621,ἡμιονῖτις,n,----------,,ἡμιονῖτις,0
44872,η00620,ἡμίονος,n,n-s---fn2-,ἡμιόνου,ἡμίονος,0
44873,η00622,ἡμίοπλος,a,aps---cn2-,ἡμίοπλος ἡμίοπλος ἡμίοπλον,ἡμίοπλος,0
44874,η00623,ἡμίοπος,a,aps---cn2-,ἡμίοπος ἡμίοπος ἡμίοπον,ἡμίοπος,0
44875,η00624,ἡμίοπτος,a,aps---cn2-,ἡμίοπτος ἡμίοπτος ἡμίοπτον,ἡμίοπτος,0
