αντίνη ἀδαμάντινον,ἀδαμάντινος,0
1062,α02426,ἀδεαλτόω,v,----------,,ἀδεαλτόω,0
1071,α02434,ἄδεικτος,a,aps---cn2-,ἄδεικτος ἄδεικτος ἄδεικτον,ἄδεικτος,0
1080,α02442,ἀδεισιδαίμων,a,aps---cn2-,ἀδεισιδαίμων ἀδεισιδαίμων ἄδειπνον,ἀδεισιδαίμων,0
1092,α02453,ἀδελφίδιον,n,n-s---nn2-,ἀδελφιδίου,ἀδελφίδιον,0
1108,α02471,ἀδελφότης,n,n-s---fn3t,ἀδελφότητος,ἀδελφότης,0
1119,α02483,ἀδέσποτος,a,aps---cn2-,ἀδέσποτος ἀδέσποτος ἀδέσποτον,ἀδέσποτος,0
1133,α02497,ἀδηλοποιός,a,aps---cn2-,ἀδηλοποιός ἀδηλοποιός ἀδηλοποιόν,ἀδηλοποιός,0
1150,α02514,ἀδήριτος,a,aps---cn2-,ἀδήριτος ἀδήριτος ἀδήριτον,ἀδήριτος,0
1166,α02530,ἀδιάδραστος,a,aps---cn2-,ἀδιάδραστος ἀδιάδραστος ἀδιάδραστον,ἀδιάδραστος,0
1175,α02539,ἀδιακόρευτος,a,aps---cn2-,ἀδιακόρευτος ἀδιακόρευτος ἀδιακόρευτον,ἀδιακόρευτος,0
21237,γ01116,γομφίασις,n,n-s---fn3v,γομφιασέως,γομφίασις,0
1197,α02561,ἀδιάπαυστος,a,aps---cn2-,ἀδιάπαυστος ἀδιάπαυστος ἀδιάπαυστον,ἀδιάπαυστος,0
1209,α02573,ἀδιάρθρωτος,a,aps---cn2-,ἀδιάρθρωτος ἀδιάρθρωτος ἀδιάρθρωτον,ἀδιάρθρωτος,0
1227,α02591,ἀδιάστροφος,a,aps---cn2-,ἀδιάστροφος ἀδιάστροφος ἀδιάστροφον,ἀδιάστροφος,0
1243,α02607,ἀδιάφορος,a,aps---cn2-,ἀδιάφορος ἀδιάφορος ἀδιάφορον,ἀδιάφορος,0
1253,α02617,ἀδιέξακτος,a,aps---cn2-,ἀδιέξακτος ἀδιέξακτος ἀδιέξακτον,ἀδιέξακτος,0
1261,α02625,ἀδιερεύνητος,a,aps---cn2-,ἀδιερεύνητος ἀδιερεύνητος ἀδιερεύνητον,ἀδιερεύνητος,0
1291,α02655,ἀδικότροπος,a,aps---cn2-,ἀδικότροπος ἀδικότροπος ἀδικότροπον,ἀδικότροπος,0
1304,α02668,ἀδιόριστος,a,aps---cn2-,ἀδιόριστος ἀδιόριστος ἀδιόριστον,ἀδιόριστος,0
1315,α02679,ἀδιώμοτος,a,aps---cn2-,ἀδιώμοτος ἀδιώμοτος ἀδιώμοτον,ἀδιώμοτος,0
