κρεοβόρος κρεοβόρος κρεοβόρον,κρεοβόρος,0
56985,κ07742,κρεοπώλης,n,n-s---mn1e,κρεοπώλου,κρεοπώλης,0
56993,κ07751,κρεουργία,n,n-s---fn1l,κρεουργίας,κρεουργία,0
57002,κ07760,κρεώδης,a,aps---cn3s,κρεώδης κρεώδης κρεώ͂δες,κρεώδης,0
57013,κ07770,κρήμνημι,v,----------,,κρήμνημι,0
57030,κ07787,κρηνήϊος,a,aps---cn2-,κρηνήϊος κρηνήϊος κρηνήϊον,κρηνήϊος,0
57041,κ07798,κρηπιδιαῖος,a,aps---mn1-,κρηπιδιαῖος κρηπιδιαῖα κρηπιδιαῖον,κρηπιδιαῖος,0
57055,κ07810,κρησφύγιον,n,n-s---nn2-,κρησφυγίου,κρησφύγιον,0
57067,κ07815,κριβανάριος,n,n-s---mn2-,κριβαναρίου,κριβανάριος,0
57072,κ07820,κριβανικός,a,aps---mn1-,κριβανικός κριβανική κριβανικόν,κριβανικός,0
57086,κ07834,κριθάλευρον,n,n-s---nn2-,κριθαλεύρου,κριθάλευρον,0
57102,κ07850,κριθολόγος,a,aps---cn2-,κριθολόγος κριθολόγος κριθολόγον,κριθολόγος,0
57111,κ07859,κριθοφόρος,a,aps---cn2-,κριθοφόρος κριθοφόρος κριθοφόρον,κριθοφόρος,0
57122,κ07870,κρικοποιέομαι,v,----------,,κρικοποιέομαι,0
57131,κ07879,κριμνώδης,a,aps---cn3s,κριμνώδης κριμνώδης κριμνώ͂δες,κριμνώδης,0
57143,κ07891,κριοβόλος,a,aps---cn2-,κριοβόλος κριοβόλος κριοβόλον,κριοβόλος,0
24809,δ02836,δίβολος,a,aps---cn2-,δίβολος δίβολος δίβολον,δίβολος,0
57161,κ07909,κριοφόρος,a,aps---cn2-,κριοφόρος κριοφόρος κριοφόρον,κριοφόρος,0
57175,κ07920,κριτήριον,n,n-s---nn2-,κριτηρίου,κριτήριον,0
57187,κ07971,κροκᾶτον,n,n-s---nn2-,κροκάτου,κροκᾶτον,0
57220,κ07966,κροκονητική,n,n-s---fn1e,κροκονητικῆς,κροκονητική,0
57230,κ07977,κροκύφαντος,n,----------,,κροκύφαντος,0
57235,κ07982,κροκωτός,a,aps---mn1-,κροκωτός κροκωτή κροκωτόν,κροκωτός,0
57242,κ07990,κρομμυοξυρεγμία,n,n-s---fn1l,κρομμυοξυρεγμίας,κρομμυοξυρεγμία,0
57253,,Κρόνιος,a,aps---mn1-,Κρόνιος Κρόνια Κρόνιον,Κρόνιος,0
57270,κ08009,κρόσφος,n,n-s---mn2-,κρόσφου,κρόσφος,0
57275,κ08014,κροταλίστρια,n,n-s---fn1s,κροταλίστριας,κροταλίστρια,0
57287,κ08026,κρότησις,n,n-s---fn3v,κροτησέως,κρότησις,0
57296,κ08035,κροτωνοειδές,n,----------,,κροτωνοειδές,0
57313,κ08051,κρούνωμα,n,n-s---nn3t,κρουνώματος,κρούνωμα,0
57322,κ08060,κρουσιμέτρης,n,n-s---mn1e,κρουσιμέτρου,κρουσιμέτρης,0
57333,κ08075,κρύβακτος,n,n-s---mn2-,κρυβάκτου,κρύβακτος,0
57341,κ08082,κρυμαλέος,a,aps---mn1-,κρυμαλέος κρυμαλέα κρυμαλέον,κρυμαλέος,0
57362,κ08104,κρυπτός,a,aps---mn1-,κρυπτός κρυπτή κρυπτόν,κρυπτός,0
57378,κ08122,κρυφαῖος,a,aps---mn1-,κρυφαῖος κρυφαῖα κρυφαῖον,κρυφαῖος,0
57395,κ08138,κρυψίλογος,a,aps---cn2-,κρυψίλογος κρυψίλογος κρυψίλογον,κρυψίλογος,0
57403,κ08146,κρυψίχολος,a,aps---cn2-,κρυψίχολος κρυψίχολος κρυψίχολον,κρυψίχολος,0
57423,κ08166,κτεανισμός,n,----------,,κτεανισμός,0
57532,κ08279,κυαμῖτις,n,n-s---fn3d,κυαμίτιδος,κυαμῖτις,0
57534,κ08276,κύαμος,n,n-s---mn2-,κυάμου,κύαμος,0
57535,κ08277,κυαμοτρώξ,n,----------,,κυαμοτρώξ,0
57536,κ08278,κυαμοφαγία,n,n-s---fn1l,κυαμοφαγίας,κυαμοφαγία,0
57537,κ08280,κυαμών,n,n-s---mn3n,κυαμῶνος,κυαμών,0
57538,κ08281,κυαμωνίτης,n,n-s---mn1e,κυαμωνίτου,κυαμωνίτης,0
57539,κ08282,κυάναιγις,a,----------,,κυάναιγις,0
57540,κ08284,κυανάμπυξ,n,----------,,κυανάμπυξ,0
57541,κ08285,κυανανθής,a,aps---cn5s,κυανανθής κυανανθής κυανανθές,κυανανθής,0
57542,κ08286,κυαναυγέτις,n,----------,,κυαναυγέτις,0
57543,κ08287,κυαναυγής,a,aps---cn5s,κυαναυγής κυαναυγής κυαναυγές,κυαναυγής,0
57544,κ08283,κυαναῦλαξ,n,----------,,κυαναῦλαξ,0
57545,,Κυάνεαι,n,n-p---fn1l,Κυανεῶν,Κυάνεαι,0
57546,κ08288,κυανέμβολος,a,aps---cn2-,κυανέμβολος κυανέμβολος κυανέμβολον,κυανέμβολος,0
57547,κ08289,κυάνεος,a,aps---mn1-,κυάνεος κυάνεα κυάνεον,κυάνεος,0
57548,,Κυανεψιών,n,----------,,Κυανεψιών,0
57549,κ08290,κυανέω,v,----------,,κυανέω,0
57550,κ08291,κυανίζω,v,----------,,κυανίζω,0
24825,δ02852,δίγονος,a,aps---cn2-,δίγονος δίγονος δίγονον,δίγονος,0
57552,κ08292,κυανοβενθής,a,aps---cn5s,κυανοβενθής κυανοβενθής κυανοβενθές,κυανοβενθής,0
57554,κ08294,κυανοειδής,a,aps---cn5s,κυανοειδής κυανοειδής κυανοειδές,κυανοειδής,0
57555,κ08295,κυάνοθριξ,n,----------,,κυάνοθριξ,0
57557,κ08297,κυανόπεζα,n,n-s---fn1s,κυανόπεζας,κυανόπεζα,0
57558,κ08298,κυανόπεπλος,a,aps---cn2-,κυανόπεπλος κυανόπεπλος κυανόπεπλον,κυανόπεπλος,0
57559,κ08299,κυανοπλόκαμος,a,aps---cn2-,κυανοπλόκαμος κυανοπλόκαμος κυανοπλόκαμον,κυανοπλόκαμος,0
57560,κ08300,κυανόπλοκος,a,aps---cn2-,κυανόπλοκος κυανόπλοκος κυανόπλοκον,κυανόπλοκος,0
57561,κ08301,κυανοπρῴρειος,a,aps---cn2-,κυανοπρῴρειος κυανοπρῴρειος κυανοπρῴρειον,κυανοπρῴρειος,0
57562,κ08303,κυανοπρώειρα,n,----------,,κυανοπρώειρα,0
57563,κ08302,κυανόπρῳρος,a,aps---cn2-,κυανόπρῳρος κυανόπρῳρος κυανόπρῳρον,κυανόπρῳρος,0
57564,κ08304,κυανόπτερος,a,aps---cn2-,κυανόπτερος κυανόπτερος κυανόπτερον,κυανόπτερος,0
57565,κ08305,κυανοπτέρυξ,n,----------,,κυανοπτέρυξ,0
57566,κ08307,κύανος,n,n-s---mn2-,κυάνου,κύανος,0
57678,,Κυθερηί̈ς,a,----------,,Κυθερηί̈ς,0
57569,κ08309,κυάνοφρυς,n,----------,,κυάνοφρυς,0
57570,κ08310,κυανοχαίτης,n,n-s---mn1e,κυανοχαίτου,κυανοχαίτης,0
57571,κ08311,κυανόχροος,a,aps---cn2-,κυανόχροος κυανόχροος κυανόχροον,κυανόχροος,0
57572,κ08312,κυανόχρως,n,----------,,κυανόχρως,0
57574,,Κυανοψιών,n,n-s---mn3n,Κυανοψιῶνος,Κυανοψιών,0
57575,κ08315,κυανώπης,a,aps---cn3s,κυανώπης κυανώπης κυανώ͂πες,κυανώπης,0
